"Story","Title","Result","Date","Stability","Duration (s)"
"Bancolombia","Verify the operation of the housing simulator when calculating and presenting by console the values displayed in the table ""Fixed fee in pesos""","SUCCESS","2022-04-08T08:43:49.814-05:00[America/Bogota]","0.0","33.4"
